"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"76106","FORT WORTH, TX",,"G",14093,"G",155806,"G",654424,604,"FORT WORTH","TX","TARRANT"
"76107","FORT WORTH, TX",,"G",26657,"G",286990,"G",1211430,1662,"FORT WORTH","TX","TARRANT"
"76108","FORT WORTH, TX",,"H",8808,"H",87218,"H",359743,486,"FORT WORTH","TX","TARRANT"
"76109","FORT WORTH, TX",,"G",12170,"G",155670,"G",657990,753,"FORT WORTH","TX","TARRANT"
"76110","FORT WORTH, TX",,"G",7424,"G",65463,"G",288771,549,"FORT WORTH","TX","TARRANT"
"76111","FORT WORTH, TX",,"G",11185,"G",98078,"G",426555,562,"FORT WORTH","TX","TARRANT"
"76112","FORT WORTH, TX",,"H",11626,"G",63018,"G",264324,493,"FORT WORTH","TX","TARRANT"
"76113","FORT WORTH, TX",,"H",86,"H",1098,"H",4517,17,"FORT WORTH","TX","TARRANT"
"76114","FORT WORTH, TX",,"H",4673,"H",38194,"H",157310,331,"FORT WORTH","TX","TARRANT"
"76115","FORT WORTH, TX",,"G",4414,"G",34011,"G",156039,339,"FORT WORTH","TX","TARRANT"
"76116","FORT WORTH, TX",,"G",16057,"G",133896,"G",566264,1280,"FORT WORTH","TX","TARRANT"
"76117","HALTOM CITY, TX",,"G",10946,"G",107782,"G",484895,775,"HALTOM CITY","TX","TARRANT"
"76118","FORT WORTH, TX",,"G",9159,"G",96180,"G",423446,465,"FORT WORTH","TX","TARRANT"
"76119","FORT WORTH, TX",,"G",11383,"G",97945,"G",444355,526,"FORT WORTH","TX","TARRANT"
"76120","FORT WORTH, TX",,"G",4062,"G",26671,"G",110114,194,"FORT WORTH","TX","TARRANT"
"76121","FORT WORTH, TX",,"H",178,"G",2809,"G",10084,10,"FORT WORTH","TX","TARRANT"
"76122","FORT WORTH, TX","F","D",0,"D",0,"D",0,1,"FORT WORTH","TX","TARRANT"
"76123","FORT WORTH, TX",,"H",1576,"H",9846,"H",45626,151,"FORT WORTH","TX","TARRANT"
"76124","FORT WORTH, TX",,"J",186,"J",2044,"J",7683,8,"FORT WORTH","TX","TARRANT"
"76126","FORT WORTH, TX",,"G",5157,"G",59411,"G",258088,396,"FORT WORTH","TX","TARRANT"
"76127","NAVAL AIR STATION JRB, TX",,"G",166,"G",1721,"G",6958,28,"NAVAL AIR STATION JRB","TX","TARRANT"
"76129","FORT WORTH, TX","H","D",0,"D",0,"D",0,14,"FORT WORTH","TX","TARRANT"
"76131","FORT WORTH, TX",,"G",4757,"G",47153,"G",208004,301,"FORT WORTH","TX","TARRANT"
"76132","FORT WORTH, TX",,"G",15900,"G",136106,"G",568739,882,"FORT WORTH","TX","TARRANT"
"76133","FORT WORTH, TX",,"G",5838,"G",40597,"G",176405,565,"FORT WORTH","TX","TARRANT"
"76134","FORT WORTH, TX",,"H",8994,"H",212020,"H",760470,199,"FORT WORTH","TX","TARRANT"
"76135","FORT WORTH, TX",,"G",7419,"H",100196,"H",395237,458,"FORT WORTH","TX","TARRANT"
"76136","FORT WORTH, TX",,"H",69,"G",430,"H",1588,13,"FORT WORTH","TX","TARRANT"
"76137","FORT WORTH, TX",,"G",22041,"G",227433,"G",913560,744,"FORT WORTH","TX","TARRANT"
"76140","FORT WORTH, TX",,"G",11054,"G",120291,"G",511616,494,"FORT WORTH","TX","TARRANT"
"76147","FORT WORTH, TX",,"G",175,"H",2160,"H",8937,27,"FORT WORTH","TX","TARRANT"
"76148","FORT WORTH, TX",,"G",5486,"G",30977,"G",130989,394,"FORT WORTH","TX","TARRANT"
"76155","FORT WORTH, TX",,"G",15554,"G",197432,"G",778003,234,"FORT WORTH","TX","TARRANT"
"76161","FORT WORTH, TX",,"J",200,"H",2434,"J",9164,27,"FORT WORTH","TX","TARRANT"
"76162","FORT WORTH, TX",,"J",76,"H",681,"H",2743,17,"FORT WORTH","TX","TARRANT"
"76163","FORT WORTH, TX","B","D",0,"D",0,"D",0,3,"FORT WORTH","TX","TARRANT"
"76164","FORT WORTH, TX",,"G",4181,"G",24987,"G",112865,246,"FORT WORTH","TX","TARRANT"
"76166","FORT WORTH, TX","B","D",0,"D",0,"D",0,2,"FORT WORTH","TX","TARRANT"
"76177","FORT WORTH, TX",,"G",27048,"G",364025,"G",1455408,476,"FORT WORTH","TX","TARRANT"
"76179","FORT WORTH, TX",,"G",8964,"G",83539,"G",364686,612,"FORT WORTH","TX","TARRANT"
"76180","NORTH RICHLAND HILLS, TX",,"G",16531,"G",168760,"G",677838,958,"NORTH RICHLAND HILLS","TX","TARRANT"
"76181","FORT WORTH, TX",,"G",12,"H",135,"H",914,4,"FORT WORTH","TX","TARRANT"
"76182","NORTH RICHLAND HILLS, TX",,"H",3273,"H",22661,"H",93523,317,"NORTH RICHLAND HILLS","TX","TARRANT"
"76185","FORT WORTH, TX",,"G",106,"G",941,"G",4876,23,"FORT WORTH","TX","TARRANT"
"76192","FORT WORTH, TX","A","D",0,"D",0,"D",0,2,"FORT WORTH","TX","TARRANT"
"76196","FORT WORTH, TX","B","D",0,"D",0,"D",0,1,"FORT WORTH","TX","TARRANT"
"76199","FORT WORTH, TX","A","D",0,"D",0,"D",0,1,"FORT WORTH","TX","TARRANT"
"76201","DENTON, TX",,"G",19701,"G",176047,"G",779871,1029,"DENTON","TX","DENTON"
"76202","DENTON, TX",,"G",513,"H",4710,"H",18201,34,"DENTON","TX","DENTON"
"76203","DENTON, TX",,"H",95,"J",402,"H",1975,10,"DENTON","TX","DENTON"
"76204","DENTON, TX","C","D",0,"D",0,"D",0,3,"DENTON","TX","DENTON"
"76205","DENTON, TX",,"G",10166,"G",78428,"G",326180,706,"DENTON","TX","DENTON"
"76206","DENTON, TX",,"H",69,"H",513,"H",2421,14,"DENTON","TX","DENTON"
"76207","DENTON, TX",,"G",6345,"G",75747,"G",292806,248,"DENTON","TX","DENTON"
"76208","DENTON, TX",,"G",4897,"G",56145,"G",228192,294,"DENTON","TX","DENTON"
"76209","DENTON, TX",,"G",1439,"G",9806,"H",44503,200,"DENTON","TX","DENTON"
"76210","DENTON, TX",,"H",8801,"H",91945,"H",373589,615,"DENTON","TX","DENTON"
"76225","ALVORD, TX",,"H",301,"G",2958,"G",13060,53,"ALVORD","TX","WISE"
"76226","ARGYLE, TX",,"G",3622,"G",31890,"G",157142,458,"ARGYLE","TX","DENTON"
"76227","AUBREY, TX",,"G",3650,"G",29503,"G",129467,352,"AUBREY","TX","DENTON"
"76228","BELLEVUE, TX",,"J",35,"H",161,"H",662,11,"BELLEVUE","TX","CLAY"
"76230","BOWIE, TX",,"G",2577,"G",27804,"G",124575,234,"BOWIE","TX","MONTAGUE"
"76233","COLLINSVILLE, TX",,"G",229,"H",1327,"H",6036,38,"COLLINSVILLE","TX","GRAYSON"
"76234","DECATUR, TX",,"H",8500,"H",79533,"H",339362,536,"DECATUR","TX","WISE"
"76238","ERA, TX",,"J",11,"G",62,"H",395,5,"ERA","TX","COOKE"
"76239","FORESTBURG, TX",,"H",45,"H",354,"H",1694,14,"FORESTBURG","TX","MONTAGUE"
"76240","GAINESVILLE, TX",,"G",9999,"G",99249,"G",418779,632,"GAINESVILLE","TX","COOKE"
"76241","GAINESVILLE, TX",,"G",280,"G",2802,"G",11039,32,"GAINESVILLE","TX","COOKE"
"76244","KELLER, TX",,"G",7305,"G",66126,"G",295925,674,"KELLER","TX","TARRANT"
"76245","GORDONVILLE, TX",,"H",148,"J",896,"H",4334,21,"GORDONVILLE","TX","GRAYSON"
"76246","GREENWOOD, TX",,"J",21,"J",132,"J",529,3,"GREENWOOD","TX","WISE"
"76247","JUSTIN, TX",,"H",2657,"G",23020,"G",105660,199,"JUSTIN","TX","DENTON"
"76248","KELLER, TX",,"G",10580,"G",78481,"G",341824,1010,"KELLER","TX","TARRANT"
"76249","KRUM, TX",,"G",677,"H",4546,"H",21222,86,"KRUM","TX","DENTON"
"76250","LINDSAY, TX",,"H",129,"G",692,"G",3142,24,"LINDSAY","TX","COOKE"
"76251","MONTAGUE, TX",,"H",121,"G",1466,"H",5356,18,"MONTAGUE","TX","MONTAGUE"
"76252","MUENSTER, TX",,"G",1313,"G",12160,"G",51474,123,"MUENSTER","TX","COOKE"
"76253","MYRA, TX",,"J",23,"J",145,"J",700,3,"MYRA","TX","COOKE"
"76255","NOCONA, TX",,"G",721,"G",4966,"G",21203,114,"NOCONA","TX","MONTAGUE"
"76258","PILOT POINT, TX",,"G",1949,"G",15694,"G",71742,172,"PILOT POINT","TX","DENTON"
"76259","PONDER, TX",,"H",730,"H",6466,"H",29788,65,"PONDER","TX","DENTON"
"76261","RINGGOLD, TX","A","D",0,"D",0,"D",0,4,"RINGGOLD","TX","MONTAGUE"
"76262","ROANOKE, TX",,"H",19043,"H",314975,"H",1251662,820,"ROANOKE","TX","DENTON"
"76263","ROSSTON, TX","A","D",0,"D",0,"D",0,2,"ROSSTON","TX","COOKE"
"76264","SADLER, TX",,"G",18,"G",131,"G",555,12,"SADLER","TX","GRAYSON"
"76265","SAINT JO, TX",,"H",181,"J",1483,"J",6137,29,"SAINT JO","TX","MONTAGUE"
"76266","SANGER, TX",,"H",3288,"J",30822,"J",130945,223,"SANGER","TX","DENTON"
"76267","SLIDELL, TX","A","D",0,"D",0,"D",0,2,"SLIDELL","TX","WISE"
"76268","SOUTHMAYD, TX","A","D",0,"D",0,"D",0,1,"SOUTHMAYD","TX","GRAYSON"
"76270","SUNSET, TX",,"J",71,"H",620,"H",2560,15,"SUNSET","TX","MONTAGUE"
"76271","TIOGA, TX",,"J",284,"H",1640,"H",7474,36,"TIOGA","TX","GRAYSON"
"76272","VALLEY VIEW, TX",,"J",702,"J",8898,"J",43578,52,"VALLEY VIEW","TX","COOKE"
"76273","WHITESBORO, TX",,"G",1322,"G",10869,"G",51597,171,"WHITESBORO","TX","GRAYSON"
"76301","WICHITA FALLS, TX",,"G",9614,"G",95969,"G",424925,728,"WICHITA FALLS","TX","WICHITA"
"76302","WICHITA FALLS, TX",,"G",4025,"G",32172,"G",135973,285,"WICHITA FALLS","TX","WICHITA"
"76305","WICHITA FALLS, TX",,"H",1738,"H",20042,"H",85825,104,"WICHITA FALLS","TX","WICHITA"
"76306","WICHITA FALLS, TX",,"G",3888,"H",30116,"G",115441,222,"WICHITA FALLS","TX","WICHITA"
"76307","WICHITA FALLS, TX",,"H",1018,"H",13417,"H",53077,51,"WICHITA FALLS","TX","WICHITA"
"76308","WICHITA FALLS, TX",,"G",13479,"G",88784,"G",373561,867,"WICHITA FALLS","TX","WICHITA"
"76309","WICHITA FALLS, TX",,"H",2625,"H",16765,"H",70819,187,"WICHITA FALLS","TX","WICHITA"
"76310","WICHITA FALLS, TX",,"G",3788,"G",34370,"G",143432,291,"WICHITA FALLS","TX","WICHITA"
"76311","SHEPPARD AFB, TX",,"H",1410,"J",16960,"J",66797,31,"SHEPPARD AFB","TX","WICHITA"
"76351","ARCHER CITY, TX",,"H",284,"G",1935,"G",8159,51,"ARCHER CITY","TX","ARCHER"
"76354","BURKBURNETT, TX",,"G",1450,"G",10096,"G",40154,159,"BURKBURNETT","TX","WICHITA"
"76357","BYERS, TX",,"J",23,"H",190,"H",847,7,"BYERS","TX","CLAY"
"76360","ELECTRA, TX",,"G",499,"H",6793,"H",24474,55,"ELECTRA","TX","WICHITA"
"76363","GOREE, TX",,"J",18,"G",81,"G",344,5,"GOREE","TX","KNOX"
"76364","HARROLD, TX",,"J",62,"J",420,"J",1716,3,"HARROLD","TX","WILBARGER"
"76365","HENRIETTA, TX",,"G",540,"G",4002,"G",16470,84,"HENRIETTA","TX","CLAY"
"76366","HOLLIDAY, TX",,"G",145,"G",961,"G",4295,46,"HOLLIDAY","TX","ARCHER"
"76367","IOWA PARK, TX",,"G",1707,"H",15067,"H",67999,170,"IOWA PARK","TX","WICHITA"
"76369","KAMAY, TX",,"J",34,"J",374,"J",1635,5,"KAMAY","TX","WICHITA"
"76370","MEGARGEL, TX",,"H",33,"H",234,"H",1222,6,"MEGARGEL","TX","ARCHER"
"76371","MUNDAY, TX",,"G",215,"H",1530,"H",6820,41,"MUNDAY","TX","KNOX"
"76372","NEWCASTLE, TX",,"G",52,"G",361,"G",1516,15,"NEWCASTLE","TX","YOUNG"
"76373","OKLAUNION, TX",,"G",11,"J",45,"J",183,4,"OKLAUNION","TX","WILBARGER"
"76374","OLNEY, TX",,"G",1186,"H",11229,"G",51399,94,"OLNEY","TX","YOUNG"
"76377","PETROLIA, TX",,"G",22,"H",106,"H",445,8,"PETROLIA","TX","CLAY"
"76379","SCOTLAND, TX",,"J",23,"J",167,"J",903,6,"SCOTLAND","TX","ARCHER"
"76380","SEYMOUR, TX",,"H",959,"G",4955,"G",21500,114,"SEYMOUR","TX","BAYLOR"
"76384","VERNON, TX",,"G",3295,"G",28005,"G",111628,270,"VERNON","TX","WILBARGER"
"76385","VERNON, TX",,"H",47,"G",662,"G",2677,16,"VERNON","TX","WILBARGER"
"76388","WEINERT, TX","A","D",0,"D",0,"D",0,2,"WEINERT","TX","HASKELL"
"76389","WINDTHORST, TX",,"G",309,"G",4054,"G",15301,38,"WINDTHORST","TX","ARCHER"
"76401","STEPHENVILLE, TX",,"G",10023,"G",80393,"G",337715,765,"STEPHENVILLE","TX","ERATH"
"76402","STEPHENVILLE, TX","C","D",0,"D",0,"D",0,3,"STEPHENVILLE","TX","ERATH"
"76424","BRECKENRIDGE, TX",,"G",1980,"G",19362,"G",78394,234,"BRECKENRIDGE","TX","STEPHENS"
"76426","BRIDGEPORT, TX",,"G",4974,"G",64126,"G",255874,297,"BRIDGEPORT","TX","WISE"
"76427","BRYSON, TX",,"H",60,"J",945,"H",3008,13,"BRYSON","TX","JACK"
"76429","CADDO, TX",,"G",6,"J",33,"J",174,4,"CADDO","TX","STEPHENS"
"76430","ALBANY, TX",,"G",901,"G",9470,"G",38634,111,"ALBANY","TX","SHACKELFORD"
"76431","CHICO, TX",,"G",624,"G",8094,"G",30799,49,"CHICO","TX","WISE"
"76432","BLANKET, TX",,"J",110,"H",797,"H",3590,17,"BLANKET","TX","BROWN"
"76433","BLUFF DALE, TX",,"H",85,"G",873,"G",3896,24,"BLUFF DALE","TX","ERATH"
"76435","CARBON, TX",,"H",60,"H",344,"H",1460,11,"CARBON","TX","EASTLAND"
"76436","CARLTON, TX","A","D",0,"D",0,"D",0,2,"CARLTON","TX","HAMILTON"
"76437","CISCO, TX",,"H",1765,"H",19588,"H",86225,110,"CISCO","TX","EASTLAND"
"76439","DENNIS, TX","B","D",0,"D",0,"D",0,2,"DENNIS","TX","PARKER"
"76442","COMANCHE, TX",,"H",1571,"G",11642,"G",48721,150,"COMANCHE","TX","COMANCHE"
"76443","CROSS PLAINS, TX",,"G",206,"G",1240,"G",5294,44,"CROSS PLAINS","TX","CALLAHAN"
"76444","DE LEON, TX",,"H",675,"H",5365,"H",22907,76,"DE LEON","TX","COMANCHE"
"76446","DUBLIN, TX",,"G",1031,"G",7914,"G",32267,146,"DUBLIN","TX","ERATH"
"76448","EASTLAND, TX",,"G",2992,"G",28527,"G",111619,221,"EASTLAND","TX","EASTLAND"
"76449","GRAFORD, TX",,"G",535,"G",3508,"G",17627,78,"GRAFORD","TX","PALO PINTO"
"76450","GRAHAM, TX",,"G",4383,"G",41822,"G",159374,471,"GRAHAM","TX","YOUNG"
"76452","ENERGY, TX","A","D",0,"D",0,"D",0,1,"ENERGY","TX","COMANCHE"
"76453","GORDON, TX",,"G",158,"G",1161,"G",4748,27,"GORDON","TX","PALO PINTO"
"76454","GORMAN, TX",,"H",204,"G",1572,"G",7352,21,"GORMAN","TX","EASTLAND"
"76455","GUSTINE, TX",,"G",24,"H",199,"H",795,7,"GUSTINE","TX","COMANCHE"
"76457","HICO, TX",,"G",447,"G",2977,"G",12037,62,"HICO","TX","HAMILTON"
"76458","JACKSBORO, TX",,"G",1835,"G",17880,"G",71923,194,"JACKSBORO","TX","JACK"
"76459","JERMYN, TX","B","D",0,"D",0,"D",0,3,"JERMYN","TX","JACK"
"76460","LOVING, TX",,"H",22,"H",148,"H",574,4,"LOVING","TX","YOUNG"
"76462","LIPAN, TX",,"G",266,"G",2242,"G",9667,50,"LIPAN","TX","HOOD"
"76463","MINGUS, TX",,"H",87,"G",688,"G",3089,9,"MINGUS","TX","PALO PINTO"
"76464","MORAN, TX",,"J",61,"H",740,"H",3172,9,"MORAN","TX","SHACKELFORD"
"76465","MORGAN MILL, TX","A","D",0,"D",0,"D",0,3,"MORGAN MILL","TX","ERATH"
"76466","OLDEN, TX","B","D",0,"D",0,"D",0,3,"OLDEN","TX","EASTLAND"
"76468","PROCTOR, TX",,"J",15,"J",61,"G",177,5,"PROCTOR","TX","COMANCHE"
"76469","PUTNAM, TX","A","D",0,"D",0,"D",0,1,"PUTNAM","TX","CALLAHAN"
"76470","RANGER, TX",,"G",356,"G",2332,"G",11282,47,"RANGER","TX","EASTLAND"
"76471","RISING STAR, TX",,"H",118,"G",679,"G",3034,22,"RISING STAR","TX","EASTLAND"
"76472","SANTO, TX",,"H",396,"H",2675,"H",13933,25,"SANTO","TX","PALO PINTO"
"76474","SIDNEY, TX","A","D",0,"D",0,"D",0,3,"SIDNEY","TX","COMANCHE"
"76475","STRAWN, TX",,"J",144,"H",1203,"J",5016,22,"STRAWN","TX","PALO PINTO"
"76476","TOLAR, TX",,"J",1419,"J",29451,"J",100863,41,"TOLAR","TX","HOOD"
"76481","SOUTH BEND, TX","A","D",0,"D",0,"D",0,2,"SOUTH BEND","TX","YOUNG"
"76483","THROCKMORTON, TX",,"H",211,"H",1426,"H",5288,42,"THROCKMORTON","TX","THROCKMORTON"
"76484","PALO PINTO, TX",,"G",53,"H",1181,"H",4173,8,"PALO PINTO","TX","PALO PINTO"
"76485","PEASTER, TX","A","D",0,"D",0,"D",0,2,"PEASTER","TX","PARKER"
"76486","PERRIN, TX",,"H",76,"J",761,"J",2864,14,"PERRIN","TX","JACK"
"76487","POOLVILLE, TX",,"H",279,"H",4574,"J",19455,28,"POOLVILLE","TX","PARKER"
"76491","WOODSON, TX",,"H",58,"H",400,"H",2220,9,"WOODSON","TX","THROCKMORTON"
"76501","TEMPLE, TX",,"G",6377,"H",58622,"H",250628,339,"TEMPLE","TX","BELL"
"76502","TEMPLE, TX",,"G",12528,"G",99832,"G",442702,621,"TEMPLE","TX","BELL"
"76503","TEMPLE, TX",,"H",1282,"G",14069,"G",53853,41,"TEMPLE","TX","BELL"
"76504","TEMPLE, TX",,"H",16584,"H",215125,"H",811473,635,"TEMPLE","TX","BELL"
"76505","TEMPLE, TX",,"G",98,"G",832,"G",3447,7,"TEMPLE","TX","BELL"
"76508","TEMPLE, TX","I","D",0,"D",0,"D",0,5,"TEMPLE","TX","BELL"
"76511","BARTLETT, TX",,"G",371,"G",2712,"G",11940,26,"BARTLETT","TX","BELL"
"76513","BELTON, TX",,"G",9867,"G",68650,"G",301669,646,"BELTON","TX","BELL"
"76518","BUCKHOLTS, TX",,"J",28,"J",175,"J",860,7,"BUCKHOLTS","TX","MILAM"
"76519","BURLINGTON, TX","A","D",0,"D",0,"D",0,3,"BURLINGTON","TX","MILAM"
"76520","CAMERON, TX",,"G",1558,"G",15661,"G",66488,154,"CAMERON","TX","MILAM"
"76522","COPPERAS COVE, TX",,"H",5841,"H",30778,"H",121451,412,"COPPERAS COVE","TX","CORYELL"
"76524","EDDY, TX",,"G",173,"H",1503,"H",6348,20,"EDDY","TX","MCLENNAN"
"76525","EVANT, TX",,"J",75,"G",593,"G",2552,14,"EVANT","TX","CORYELL"
"76526","FLAT, TX","A","D",0,"D",0,"D",0,2,"FLAT","TX","CORYELL"
"76527","FLORENCE, TX",,"H",833,"G",7353,"H",35665,65,"FLORENCE","TX","WILLIAMSON"
"76528","GATESVILLE, TX",,"G",3346,"G",25554,"G",105355,269,"GATESVILLE","TX","CORYELL"
"76530","GRANGER, TX",,"G",131,"H",695,"G",2926,29,"GRANGER","TX","WILLIAMSON"
"76531","HAMILTON, TX",,"G",1195,"G",9543,"G",40720,139,"HAMILTON","TX","HAMILTON"
"76533","HEIDENHEIMER, TX",,"H",28,"G",94,"H",509,6,"HEIDENHEIMER","TX","BELL"
"76534","HOLLAND, TX",,"J",306,"H",2283,"H",9518,25,"HOLLAND","TX","BELL"
"76537","JARRELL, TX",,"G",1148,"H",9870,"H",45465,104,"JARRELL","TX","WILLIAMSON"
"76538","JONESBORO, TX",,"G",59,"H",929,"G",3142,8,"JONESBORO","TX","CORYELL"
"76539","KEMPNER, TX",,"G",290,"G",1939,"G",8943,67,"KEMPNER","TX","LAMPASAS"
"76540","KILLEEN, TX",,"G",216,"G",1328,"G",5351,19,"KILLEEN","TX","BELL"
"76541","KILLEEN, TX",,"G",7168,"G",48864,"G",199887,508,"KILLEEN","TX","BELL"
"76542","KILLEEN, TX",,"G",6492,"G",39757,"G",171652,537,"KILLEEN","TX","BELL"
"76543","KILLEEN, TX",,"G",6927,"G",49216,"G",207771,478,"KILLEEN","TX","BELL"
"76544","FORT HOOD, TX",,"H",4456,"H",60514,"H",252980,146,"FORT HOOD","TX","BELL"
"76547","KILLEEN, TX",,"J",50,"H",479,"H",2343,13,"KILLEEN","TX","BELL"
"76548","HARKER HEIGHTS, TX",,"H",6437,"G",37679,"G",158621,456,"HARKER HEIGHTS","TX","BELL"
"76549","KILLEEN, TX",,"G",3699,"H",31632,"H",134166,245,"KILLEEN","TX","BELL"
"76550","LAMPASAS, TX",,"G",3211,"G",23437,"G",94205,302,"LAMPASAS","TX","LAMPASAS"
"76554","LITTLE RIVER ACADEMY, TX",,"G",96,"G",426,"G",1941,23,"LITTLE RIVER ACADEMY","TX","BELL"
"76556","MILANO, TX",,"J",64,"G",477,"G",2028,19,"MILANO","TX","MILAM"
"76557","MOODY, TX",,"H",200,"H",1294,"H",5770,49,"MOODY","TX","MCLENNAN"
"76558","MOUND, TX","B","D",0,"D",0,"D",0,2,"MOUND","TX","CORYELL"
"76559","NOLANVILLE, TX",,"G",214,"H",1952,"H",9323,34,"NOLANVILLE","TX","BELL"
"76561","OGLESBY, TX",,"G",53,"H",302,"J",1069,6,"OGLESBY","TX","CORYELL"
"76564","PENDLETON, TX","A","D",0,"D",0,"D",0,1,"PENDLETON","TX","BELL"
"76566","PURMELA, TX","A","D",0,"D",0,"D",0,1,"PURMELA","TX","CORYELL"
"76567","ROCKDALE, TX",,"H",2818,"G",33316,"G",145659,194,"ROCKDALE","TX","MILAM"
"76569","ROGERS, TX",,"G",140,"G",844,"G",3229,27,"ROGERS","TX","BELL"
"76570","ROSEBUD, TX",,"H",247,"G",1731,"G",7634,38,"ROSEBUD","TX","FALLS"
"76571","SALADO, TX",,"G",1231,"G",7973,"G",35887,160,"SALADO","TX","BELL"
"76573","SCHWERTNER, TX","A","D",0,"D",0,"D",0,1,"SCHWERTNER","TX","WILLIAMSON"
"76574","TAYLOR, TX",,"G",4974,"H",54059,"H",230284,345,"TAYLOR","TX","WILLIAMSON"
"76577","THORNDALE, TX",,"H",145,"G",781,"G",3949,39,"THORNDALE","TX","MILAM"
"76578","THRALL, TX",,"J",116,"J",863,"J",4750,15,"THRALL","TX","WILLIAMSON"
"76579","TROY, TX",,"G",776,"G",5719,"G",25734,50,"TROY","TX","BELL"
"76599","GATESVILLE, TX","B","D",0,"D",0,"D",0,2,"GATESVILLE","TX","CORYELL"
"76621","ABBOTT, TX",,"H",87,"H",605,"H",2754,18,"ABBOTT","TX","HILL"
"76622","AQUILLA, TX",,"G",100,"H",724,"H",3136,12,"AQUILLA","TX","HILL"
"76623","AVALON, TX",,"J",48,"J",395,"J",1863,3,"AVALON","TX","ELLIS"
"76624","AXTELL, TX",,"G",77,"G",451,"G",1745,21,"AXTELL","TX","MCLENNAN"
"76626","BLOOMING GROVE, TX",,"H",34,"H",252,"H",1252,15,"BLOOMING GROVE","TX","NAVARRO"
"76627","BLUM, TX",,"G",115,"G",860,"G",3284,12,"BLUM","TX","HILL"
"76628","BRANDON, TX",,"G",3,"H",48,"G",218,3,"BRANDON","TX","HILL"
"76629","BREMOND, TX",,"H",424,"H",3265,"H",13360,30,"BREMOND","TX","ROBERTSON"
"76630","BRUCEVILLE, TX",,"H",236,"G",2096,"G",6610,14,"BRUCEVILLE","TX","MCLENNAN"
"76631","BYNUM, TX",,"J",39,"G",299,"G",870,6,"BYNUM","TX","HILL"
"76632","CHILTON, TX",,"J",77,"H",609,"H",2955,10,"CHILTON","TX","FALLS"
"76633","CHINA SPRING, TX",,"H",340,"G",2137,"G",9192,63,"CHINA SPRING","TX","MCLENNAN"
"76634","CLIFTON, TX",,"G",1511,"H",14295,"G",54750,140,"CLIFTON","TX","BOSQUE"
"76635","COOLIDGE, TX",,"H",154,"H",1373,"H",5881,8,"COOLIDGE","TX","LIMESTONE"
"76636","COVINGTON, TX",,"J",50,"J",339,"J",1692,13,"COVINGTON","TX","HILL"
"76637","CRANFILLS GAP, TX",,"H",65,"H",544,"H",2226,12,"CRANFILLS GAP","TX","BOSQUE"
"76638","CRAWFORD, TX",,"H",257,"H",2289,"H",9099,29,"CRAWFORD","TX","MCLENNAN"
"76639","DAWSON, TX",,"J",59,"J",284,"H",1080,11,"DAWSON","TX","NAVARRO"
"76640","ELM MOTT, TX",,"H",649,"H",4188,"H",17611,70,"ELM MOTT","TX","MCLENNAN"
"76641","FROST, TX",,"H",60,"H",395,"H",2051,17,"FROST","TX","NAVARRO"
"76642","GROESBECK, TX",,"H",1476,"H",12230,"H",47129,104,"GROESBECK","TX","LIMESTONE"
"76643","HEWITT, TX",,"G",3020,"G",22486,"G",104580,213,"HEWITT","TX","MCLENNAN"
"76644","LAGUNA PARK, TX",,"J",11,"H",54,"H",235,4,"LAGUNA PARK","TX","BOSQUE"
"76645","HILLSBORO, TX",,"G",4750,"G",36360,"G",157019,326,"HILLSBORO","TX","HILL"
"76648","HUBBARD, TX",,"G",209,"G",958,"H",4165,30,"HUBBARD","TX","HILL"
"76649","IREDELL, TX",,"J",25,"J",272,"J",1941,7,"IREDELL","TX","BOSQUE"
"76651","ITALY, TX",,"H",451,"H",3472,"H",13369,41,"ITALY","TX","ELLIS"
"76652","KOPPERL, TX",,"J",24,"J",346,"J",1493,9,"KOPPERL","TX","BOSQUE"
"76653","KOSSE, TX",,"J",508,"J",11069,"J",37928,24,"KOSSE","TX","LIMESTONE"
"76654","LEROY, TX",,"J",10,"J",60,"J",222,4,"LEROY","TX","MCLENNAN"
"76655","LORENA, TX",,"G",513,"H",4733,"H",19386,100,"LORENA","TX","MCLENNAN"
"76656","LOTT, TX",,"H",153,"G",1049,"G",4598,23,"LOTT","TX","FALLS"
"76657","MC GREGOR, TX",,"G",2833,"G",27342,"G",118779,144,"MC GREGOR","TX","MCLENNAN"
"76660","MALONE, TX",,"G",75,"H",605,"H",1791,8,"MALONE","TX","HILL"
"76661","MARLIN, TX",,"G",1050,"G",7380,"G",30638,128,"MARLIN","TX","FALLS"
"76664","MART, TX",,"G",206,"G",1734,"G",7224,28,"MART","TX","MCLENNAN"
"76665","MERIDIAN, TX",,"G",485,"G",2942,"G",13724,54,"MERIDIAN","TX","BOSQUE"
"76666","MERTENS, TX","A","D",0,"D",0,"D",0,2,"MERTENS","TX","HILL"
"76667","MEXIA, TX",,"G",2848,"G",19977,"G",86948,242,"MEXIA","TX","LIMESTONE"
"76670","MILFORD, TX",,"J",156,"J",1532,"J",6492,15,"MILFORD","TX","ELLIS"
"76671","MORGAN, TX",,"G",62,"G",314,"G",1591,11,"MORGAN","TX","BOSQUE"
"76673","MOUNT CALM, TX","B","D",0,"D",0,"D",0,5,"MOUNT CALM","TX","HILL"
